Date,Price,Open,High,Low,Vol.,Change %
"Nov 14, 2018","40,994.05","40,874.22","41,322.77","40,763.44",146.56M,-0.38%
"Nov 13, 2018","41,152.28","41,112.26","41,202.42","40,760.59",91.31M,0.14%
"Nov 12, 2018","41,096.33","41,414.31","41,572.17","41,052.97",96.97M,-0.71%
"Nov 09, 2018","41,388.88","41,332.75","41,567.19","41,208.35",139.98M,0.05%
"Nov 08, 2018","41,367.38","41,623.58","41,650.70","41,284.64",133.41M,-0.43%
"Nov 07, 2018","41,543.98","41,326.74","41,597.93","41,231.19",169.72M,1.43%
"Nov 06, 2018","40,958.53","41,432.27","41,554.31","40,755.79",142.33M,-1.29%
"Nov 05, 2018","41,493.96","41,892.22","41,892.22","41,033.87",145.50M,-1.21%
"Nov 02, 2018","42,004.09","41,701.98","42,243.83","41,607.16",209.72M,0.69%
"Nov 01, 2018","41,716.10","41,616.27","41,827.05","41,454.54",151.71M,0.16%
"Oct 31, 2018","41,649.36","41,611.95","41,825.55","41,237.48",178.97M,0.10%
"Oct 30, 2018","41,609.03","41,648.88","41,792.81","41,366.58",220.16M,0.37%
"Oct 29, 2018","41,453.76","40,556.45","41,513.63","40,556.45",279.10M,2.21%
"Oct 26, 2018","40,556.45","39,736.39","40,604.91","39,375.42",237.22M,2.33%
"Oct 25, 2018","39,631.91","39,697.70","40,069.40","39,409.49",200.46M,0.92%
"Oct 24, 2018","39,271.12","38,580.29","39,296.33","38,580.29",167.68M,4.13%
"Oct 23, 2018","37,714.90","38,345.42","38,365.32","37,582.69",117.84M,-1.64%
"Oct 22, 2018","38,345.42","38,505.97","38,783.87","38,266.93",138.85M,-0.22%
"Oct 19, 2018","38,430.27","38,019.32","38,467.41","37,759.95",115.56M,1.18%
